year,month,58504f5d006cb93ed40eec39,58504f5d006cb93ed40eec3b,58504f5d006cb93ed40eec3a,58504f5d006cb93ed40eec55,58504f5d006cb93ed40eec5a,58504f5d006cb93ed40eec3c,58504f5d006cb93ed40eec3d,58504f5d006cb93ed40eec3e,58504f5d006cb93ed40eec40,58504f5d006cb93ed40eec3f,58504f5d006cb93ed40eec41,58504f5d006cb93ed40eec42,58504f5d006cb93ed40eec43,58504f5d006cb93ed40eec44,58504f5d006cb93ed40eec45,58504f5d006cb93ed40eec46,58504f5d006cb93ed40eec49,58504f5d006cb93ed40eec47,58504f5d006cb93ed40eec48,58504f5d006cb93ed40eec4b,58504f5d006cb93ed40eec4a,58504f5d006cb93ed40eec4c,58504f5d006cb93ed40eec4d,58504f5d006cb93ed40eec4e,58504f5d006cb93ed40eec4f,58504f5d006cb93ed40eec50,58504f5d006cb93ed40eec51,58504f5d006cb93ed40eec52,58504f5d006cb93ed40eec54,58504f5d006cb93ed40eec56,58504f5d006cb93ed40eec53,58504f5d006cb93ed40eec57,58504f5d006cb93ed40eec59,58504f5d006cb93ed40eec58
1990,4,147,113.3,229.1,176,147.6,199,257.0241815,170,210,125,209,83.5,386,90,291,314,248.5,226,176.8,137.7,217.4528776,105,138.5,182.4,159.8,132,139,407,222.6,279.3,162.5,255,320,373
1990,5,117,77.1,65.7,57,47.8,215.4,196.9530507,252,198,210,148.6,42.8,158.3,53,60,159,25.5,132,83.6,115.9,135.4117996,212,82.6,111.6,95.2,76,83,311,86.1,271.9,208.8,93,175,326
1990,6,2,18.9,6.3,0,5.7,27.1,54.84078569,90,65,43,43.5,9.2,2,46,42,44,187.4,36,39,62.5,48,40,29.7,27.8,73.9,94,108,62,44.3,36.8,40.2,28,95,0
1990,7,15,94.9,49.9,63,40.1,54.5,68.58619733,85.45364268,59,74,37.7,59,73.5,62,27,99,57.6,60,47.6,61.1,45.44650207,37,31.3,72.1,40.1,83,10,74,60.87263015,106.5,53.1,39,40,69
1990,8,10,3,71.9,50,41,50.4,0,13,28,31,99.5,21.5,54.6,10,51,80,32,51,81.9,0.3,63,41,44.1,49.5,33.3,31,94,66,36.16742021,18.7,38.9,45,0,73
1990,9,7,24.2,59,137,118.2,43.2,34,25,59,50,47.3,26,114.8,98,101,140,95.2,117,18.2,24.5,33,32,89.1,65.1,117.8,76,105,60,81.31942304,106.9,74.8,132,95,124
1990,10,243,280.2,252,186,285.2,224.4,213.4,219,384,189,456.5,280.9,446.9,258,330,446,188.3,328,252.7,186.9,281.0682275,143,131.7,254.7,277.8,265,221,488,463.2,403,283.3,303,395,467
1990,11,152,169.6,40.9,211,145.9,307.8,384,248,325,313,193.5,134.9,427.7,133,198,170,239.4,90,83.7,130.3,116.7,75,81.7,213.1,109.6,79,72,120,230.9,198.5,201.4,217.8,135,226.3531625
1990,12,47,247.9,130,126,71.2,267.6,418,258,291,349,116.5,77.3,151.8,219,78,97,61.6,174,95.7,65.7,148.3962892,155,165.7,145.1,89.3,142,77,318,225.6989677,238,144,103,186,103
1991,1,40,49.9,57.8,42,40.6,93.9,131,171,116,35,147.1,22.8,168.3,45,58,52,52.9,11,32.4,25.4,59.42529198,28,18.8,6.9,8.3,33.71681375,52,215,210.4,123.4,32.9,65,110,59
1991,2,54,79.5,70.4,48,24.3,104.8,83,88,42,58,63.4,56.8,90.9,44,28,46,75.6,76,42.4,74.3,57.98058252,47,47.1,61.7,27.8,64.73585777,22,367,312.4,130.8,59.8,38,60,182
1991,3,35,244.7,83,279,168.2,343.7,464,289,329,358,298.8,158.6,375.1,202,248,220,192.5,95,160.3,207.6,213.9504234,183,113.9,97.5,258.4,156,90,462,393.1,286.3,203.9,302,280,220
1991,4,107,124.6,111.6,206,224.2,204.7,476,176,250,183,301.6,245.9,182,236,160,264,231.9,210,123.3,146.9,213.6564036,196,167.6,140.6,163.2,100,109,233,208.8,131,232.2,100,135,262
1991,5,36.7,194.6,202.3,256,138.1,180.6,270,100,130,185,257,175,218.4,180,245,292,193.9,263,262.5,251.8,240.3058835,233,246.8,226.1,229.6,169.3,259,345,410.4,161.6,244.2,168,216,320
1991,6,9,23.1,97.4,131,67.6,80.1,117,85,52,91,96.8,151.2,102.1,138,132,148,143.9,99,110.7,66.6,134.8786308,109,113.9,146.9,253.7,223,110,172,64.8,115.5,200.9,92,200,251
1991,7,29,54.9,31.7,49,7.2,79.2,29,85,30,53,76.5,100.4,39.7,103,17,105,21.7,60,121.7,154.4,62.50969863,70,43.6,73.4,45.3,9,51,87,6.8,36.1,2,26,40,141
1991,8,26,23,37.8,0,3.3,14.6,0,11,33,60,22.7,19.8,76,64,25,18,10.3,45,31,39.4,36.03123447,32,58.7,51.5,31.3,144,20,22,21.2,48.8,18.2,28,15,47
1991,9,79,22.7,172,113,146.3,214.9,92,52,81,214,198.1,202.7,348.3,197,149,241,116.1,240,307.3,152,242,238,192.2,204.7,132,112,318,265,118.3,258.6,194.2,141,260,209
1991,10,101,197.2,134.3,78,41.3,247.3,110,183,66,192,149.4,19,250.9,72,67,140,188.1,107,82.2,87,73,77,143.8,131.2,70.7,178,38,121,118.5,137,69.3,55,70,164
1991,11,477,197.9,149.9,197,263.6,334.2,524,262,375,184,263.5,131.1,351.5,158,130,346,249.8,424,245.2,204,286,179,158.6,175.5,100.5,150,119,332,295.7,321.7,185.7,382,255,115
1991,12,89,180.6,114.1,116,156.8,186.6,340,511,166,202,150.2,76.3,273.3,67,132,96,25.1,109,29.8,33,188,13,60.7,136,132.5,57,19,265,179.4,294.7,82.1,139,375,223
1992,1,112,86.7,111.4,154,242,158.3,189.5,107,79,108,52.4,43.7,206.9,68,104,75,123.6,62,200.4,105,137,27,38.3,102.6,84.42195949,89,50.7,170,211.7,151.3,87.9,72,125,39
1992,2,34,75.8,35.7,57,20.9,170,62,93,110,157,46.9,72.5,60.3,144,78,5,25,117,72.8,26,76,51,43.2,67.2,55.6,95,38,108,126.9,98.8148974,46.3,17,175,141
1992,3,20,31.6,52.1,49,198,25.3,34,49,107,99,65.3,40.5,114.3,88,59,55,49.3,62,241.6,114,10,78,60.5,66.4,181.1,107,70,80,20.9,103.4,39.5,39,0,84
1992,4,197,221.4,64.2,113,88.9,273.6,111,175,168,125,101.4,92.8,177.3,123,241,218,71.2,123,100.7,100.2,196,120,156.3,223.8,133,167,84,242,139.8,84.8,61.3,124,140.5,241
1992,5,116,120.2,106.7,285,306.9,133.9,234,246,335,110,211.6,226.3,211.4,188,370,399,234.68908,277,160.7,276,213,72,160.3,243.1,197.8,182.1,112,198,138.9,97.1,82.8,216,145,106
1992,6,0,7,20.9,32,15.4,22.9,0,21,14,80,19.4,25.3,11,27,51,85,4.8,96,53.7,31,18,27,78.7,48.8,57.1,56,58,22,23.9,15.8,49.5,85,15,49
1992,7,0,6.2,122.5,210,80.4,21.3,25,53,9,45,27.3,10.9,37.5,36,29,99,63.7,30,25.4,68,139,10,66.1,42.1,18.2,7,15,62,40.1,53.5,21.9,71,17,53
1992,8,47,7.4,20.7,0,0,10.8,2,48,0,31,12.4,50.3,30.8,3,0,0,0.5,23,16.2,4,0,42,52.9,38.7,188.5,94,21,150.6,37.1,107.6,20,0,0,25
1992,9,76,180.8,107.5,200,329.3,102.1,152,117.9708772,96,114,220.4,181.9,75.8,105,173,214,155.2,108,198.4,290,149.2824215,136,58.5,137.6,151.8,123,115,319.1,248.9,187.3,97.5,110,361,395
1992,10,81,34.5,20.2,125,201.6,55.1,77,50,67,56,82.4,73.6,44.6,123,110,63,117.6,105,66.4,36,106.8631142,105,86.1,63.6,104,99,78,163,127.6,137.3,50.8,72,50,266
1992,11,243,262.2,180.3,250,257.3,374.3,374,365,398,228,251.7,108.3,353.6,325,223,234,112.9,144,99.3,113,268,109,86.3,146.8,112.5,191.1,31.8,340,304.8,171.3,195.8,239,421,210
1992,12,184,121.7,130.2,52,104.9,196.6,229,372,185,121,229.4,39.5,302.5,94,98,165,32,86,48.1,41,104,28,70.9,60.8,135.7,224,20.5,179,282,344.5,133.3,175,170.5,163
1993,1,153,105.6,88.9,189,156.7,230,117,299,125.5,114,156.6,66.9,139.1,128,221,73,143.6,256,163.1,86,171,117,30.2,159.5,56.4,55,193.7,245,133,303.8,161.5,193,320,61
1993,2,279,115,55.5,95,77.4,157.2,270,243,303,109,78.7,92.1,172.7,83,113,113,89.3,42,27.2,24,112,51,34,95.7,63.2,58,82,224.1,238.5,138.9,87.2,123,175,235
1993,3,266,340.3,161.7,142,74.4,147.5,261,591,266,135,156.1,179.9,241.2,141,69,158,98,138,149,108,142,139,77,90.6,92.2,76,63,312,303.8,328.8,252.3,228,295,272
1993,4,120,105.8,219.1,230,174.5,176.4,163,178,156.1,229,229.1,261.6,328,298,246,245,295.7,202,307.7,341,170,301,260,329.4,201.8,256,235,386,184.8,185.5,340,417,406,435
1993,5,162,176.1,116.4,233.5977392,32.4,219.4,366,290,253,323,257.8,170.2,239.9,233,207,283,279.6,199,255.7,153.3,254,290,189,219.5,154.4,249,299.1,402,255.4,265.4,223.3,295,206,270
1993,6,2,14.4,5.5,0,2.4,15.9,11,70,26,45.4,21.9,32.6,19.6,12,7,3,2.8,0,14.5,23,39,38,86.2,33.4,8.9,8,7,4,40.3,8.9,5.5,0,20,21
1993,7,5,4.5,11.7,8,9.5,16.4,29,48,15.5,58,49.7,0,39.2,35,41,27,15.6,18,18.6,20.8,0,8,43.3,63.4,20.2,103,26,17,12.5,16.5,4,7,0,95
1993,8,15,54.9,0.5,9,3.3,59.9,21,36,2,44,14.4,12,96.6,17,51,50,40.3,18,48,20.6,36,54.4,28.6,16,116.5,147,109,73,2.3,15.5,0,3,0,28
1993,9,24,53.1,142.1,170,50.4,195.7,147,95,289,122,269,84.4,178.7,198,107,115,255.8,136,186.9,166.4,181,206,149.4,120.2,266.9,187,235,77,104.9,143.8,174,16,125,187
1993,10,99,81.7,120.8,230,36.4,190,119,194,160,73,225,255.8,242.8,127,184,205,100.6,167,410.4,292.9,194,146,107,149.4,147.1,115,184,222.8,145.8,116.7,20.3,25,202,241
1993,11,366,530,305.7,217,215.1,359.6,405,403,460,418,287.5,166.3,277.5,201,288,346,231.9,185,269.3,274,271,151,194.7,279.5,173.8,229,92,485,419.2,527.1,338.2,116.2,234,399
1993,12,107,103.5,36.6,98,66.3,91.4,252,167,272,53,152.2,153.2,154.1,181,167,205,95.7,157,137.5,75.3,80,8,62,63,86.7,22,67,233,241.4,176.4,125.6,85.7,172.2696687,208
1994,1,106,115,186.1,144,163.8,241.9,1,159,195,133,206.7,83.3,204,128,146,163,182.7,92,219.3,138.2,82,132,154.7,111.5,185.9,70,108,326,111.8,292.4,84.6,106.3,139,352
1994,2,65,125.4,204.2,141,169.5,129.9,130,162,174,119,103.6,191.9,201.1,171,54,114,235.4,154,127.4,166.5,150,91,114.6,168.5,186.7,182,88,235,138.9,241,129.5,51.1,265,241
1994,3,129,87.6,260.9,201,153.5,166.5,181,149,250,267,112.1,124.8,219.8,219,173,210,136.5,210,205.7,355.3,295,204,181,311.8,227.1891985,264,201,411,158.4,283.6,173.5,208,519,280
1994,4,176,205.3,151.4,171,214.7,140.5,251,242,277.5,207,294.4,222.6,410.4,221,105,273,219.8,298,156.3,254.2,298,314,123.8,159.5,321.9136306,304,256,414,209.5,275.5,215.8,163.1,256,482
1994,5,55,96,158.7,352,196.9,210.3,144,143,324,109,216.5,212.4,187.5,263,290,349,260.7,385,341.6,344.1,317,318,303.4,261.3,371.2,329,253,281,213,174,94.6,253.8,240,542
1994,6,65,97,73.1,48,37.2,15.9,152,61,55,79,92.8,22.9,84.3,54,50.97422823,109,34.2,47,61.8,64.1,63,50,54.6,59.7,17.1,4,33.6,77,128.8,55.2,11.4,173.6,15,122
1994,7,20,25.8,8.5,9,20.9,16.4,0,68,22.20493908,52,23.3,27.8,20.9,95,35.94823055,54,88.7,57,96.9,141.9,23,78,94.8,72.6,46.5,57,50.1,2,13.3,54.6,0.9,21.8,10,68
1994,8,6,10.7,5.6,10,0,59.9,44,28,14,64,21.6,4,13.7,10,0,20,3.8,0,5,11.7,0,24,13,33.1,122.1,50,72.1,29,50.5,77.3,0,2.2,15,10
1994,9,92,112.8,123.5,181,76.3,195.7,82,0,86,132,143.7,166.2,194,117,82,102,72.4,75,85.8,76.2,159,105,51.7,97.2,131.4,131.4,39.4,99,188.8,142.3,54.5,122.4,75,113.0654113
1994,10,258,183.4,110.3,139,188.1,316.3,410,139,183,398,292.7,97.6,316.6,297,58.2,155,137,127,114,114.8,232,125,146.9,185.1,140.3,175,113,367,312,191.2,113.7,174.9,360,292.5944122
1994,11,291,452.3,288.6,335,245.3,281,431,389,340,279,388.7,134.6,512.3,171,315,324,209.6,264,300.4,218.6,263,124,191.9,214.1,185,169,175,231,315.4,433.8,183.4,166.2,315,323.7498967
1994,12,103,39.1,66.7,85,68.2,40.7,48,56,73,133,89.4,54.4,41.8,69,25,70,105.3,96,42.7,27,89,53,45.8,55.1,54.8,67,35,101,95.9,68.6,95,149.7,175,191.2154727
1995,1,67,141.4,83.1,78,25.9,21.4,37,13,42,57,19.5,0,39.3,3,15,101,37,43,61,5.8,26,3,14.5,7.2,0,56,16,67,84.1,49,12.3,26.8,90,75.83240479
1995,2,113,105,23.1,23,22.2,29.1,175,205,92,72,61.6,90.3,31.8,47,67,39,9.7,8,442.4,48,5,5,23.8,87.3,21.6,23,43,110,70.9,35.7,1.3,49.3,60.5,85.66185079
1995,3,240,270.7,82.1,103,1.7,181.2,333,385,236,169,241.1,45.4,237.9,81.5,105,65,52.1,18,52.6,28.1,127,69,95.3,162.6,60,118,60,286.9629185,77.8,260.2,94.8,86.4,145,231.2819319
1995,4,142,265.2,140.1,155,125.5,185.7,338.7,248,174,314,311.4,112,273.6,315.5,133,163,135.1,118,75.7,6.3,204,170,156,315,254.8,300,278,284,128.2,233.3,70.3,171.9,310,260
1995,5,103,106.4,123.5079208,131,117.6,228.9,132,257,132,237.7,185.9,56.3,251.6,124,187,191,67,178,142.9,114.9,110,226,157.4,211.6,381.1,207,223,149,94.5,283.7,107.6,221.9,190,224
1995,6,108,92.5,73.9,84,99.9,70.5,181,326,31.4,105,84.8,156.5,170.9,157,73,228,31.9,124,103.4,21.1,145,94,70.7,257.2,49.2,153,61,221,154.4,121.6,113,173.7,115,206
1995,7,25,26.1,54.2,58,93.2,73.6,69,115,3.6,86,49.5,81,66.2,169,135,126,88.6,136,95.7689337,91.3,101,131,166.4,190.1,222.3,193,273,116,70.7,117.1,42.3,68.9,65,234
1995,8,76,51.3,162.3,154,118.2,138.7,48,137,156,116,133.1,38.1,139.4,97,158,132,182.7,83,76.8,99.9,102,47,69.5,87.9,151.1,237,83,185,77.6,154.3,59.2,173.7,198,161
1995,9,32,31.3,138.8,70,94.4,86.4,177,54,137,98,109.4,70.4,140.6,181.2,78,176,102.8,122,235.4,108.5,73,93,112.9,121.3,166.6,172,159,26.1,103.8,50.8,105.4,144,160,166
1995,10,172,180,91.5,201,120.6,182.9,217,310,167,147,250,140.7,262.5,165,129,233,219.5,148,163.4,195.6,78,225,208.6,132.3,293.9,223,303,300,331.6,318.2,154.4,294.9,215,242
1995,11,296,249.6,106.5,156,96.9,270.3,384,399,350,148.2,324.1,31,249.4,76,172,177,104.1,98.1,95.9,84.3,193,89,46.5,46.8,94.3,39,84,360,261.7,250.1,119.7,103.9,152,264
1995,12,269,250.2,264.8,213.6,417.7,143.3,120,235,262,121,139,114,323,155,233,215,232.5,179,207.9,160.3,155,35,56.5,101.1,83.2,91,61,333,346,212.1,137.3,174.4,297,268
1996,1,140,162.3,100.9,141,75.9,185.5,240,319,167,157,298.6,92,326.4,221,76,162,62.2,110,48.7,0,158,18,148.2,60.4,30.1,43,71,272,206,228,100.5,123.8,210,138
1996,2,61,82.6,69.1,83,68.2,123.7,169,185,168,156,99.7,59.3,158.8,104,108,124,73,81,10.8,41.2,54,61,69.4,98.3,85.3,28,108,161,194.1,118.8,147.9,117.1,70,192
1996,3,219,230.6,192.6,330,194.9,195.2,367,279,288,119,208.6,131.5,175,250.6,171,250,107.1,258,156.8,181.7,220,79,83.7,129.6,148.9,195,97,245,305,251,364.4,212.7,225,177
1996,4,74,72.3,217.8,196,164.7,299.6,325,345,284,114,211.2,133.5,215.9,209,216,167,161.8,112,158.9,172.6,127,122,193.9,240.9,203.4,192,173,207,236.1,221.7,114.7,290.3,190,411
1996,5,189,207.2,374,263,333.9,194.7,260,344,170.7,202,228.8,170.6,342.2,192,239,279,283,252,275.1,154,221,358,267.2,336.5,303.2,364,433,262,171.9,211.7,174.8,411.8,220,416
1996,6,160,26.2,47,57,11.6,149.9,140,112,77.7,79,176,158,161.5,182,43,59,81.8,44,59.1,61,162,47,62.1,118.5,78.9,70,61,232,67.5,232,84.4,82.9,155,132
1996,7,14,54.3,38.2,114,11.6,75.7,20,31,26.4,108,36.7,81.9,10.6,54,19,72,18.9,71,52.6,154.5,54,82,67.7,91.8,114.8,60,85,71,62.7,20.6,16.3,47.8,20,35
1996,8,29,15,17.6,13,9.6,27.6,37,90,67.4,105,64.1,72.3,138.3,69,16,53,20.9,92,74.1,77.9,31,44,66.3,85.1,302.5,119,136,59,42.8,56.9,21.3,45.3,80,44
1996,9,22,43.2,38,101,71.2,114.9,31,67,12.4,119,156.6,80.6,218.4,201,55,125,78.6,157,106.1,131.6,139,118,92.9,177.5,82.8,77,114,77,88.8,46.5,36,35.5,40,49
1996,10,389,302.1,214.7,232,219.5,148.4,286,468,298.4,172.6,212.8,214.5,331.8,222,507,208,249.4,146,174.3,201.5,173,128,84.4,174.3,101,131,153,224,354.7,425.4,383.9,326.3,620,435
1996,11,246,159.7,97,123,224.9,205.2,109,409,174.9,173.2,274.2,64.7,214.2,205,195,121,83.2,102,79.1,143.2,110,146,70.3,56.3,70.3,130.2,94,87,198.7,214.9,217,313.5,388,163
1996,12,178,190.5,93.3,89,133.9,140.1,171,294,171,99,194.3,88,162.7,146,40,203,148.3,90.1,31.8,12,69,79,101.7,188.8,105.3,103,146,92,131.4,254,86.2,155.3,170,322
1997,1,286,230.6,220.2,105,151.1,193.8,255,319.3,194.5,202,272.9,46.9,275.7,70,130,102,97.1,16,50.6,12,112,15,62.7,51.9,81.9,58,37,258,98.8,348.3,83.8,105.7,230,475
1997,2,22,85.5,203.4,242,231.8,132.4,161,170,79.3,45,173.1,77.2,159,173,111,186,165.4,193,106.1,15,88,28,78.4,65.4,62.4,61,76,120,89,157.9,142.5,202.6,85,28
1997,3,84,60.4,122.4,167,71.8,156.2,83,214,198,287,117.5,121.4,64.5,73,134,43,17.6,110,209.5,218.1,72,71,60.6,120,112.8,104,127,128,186.4,135,64,54.2,65,225
1997,4,72,150.6,190,193,38.1,150.4,145,189,160.5,102,204.8,105.4,278.6,131,105,185.1,123.4,153,53.6,81.5,177,143.1,163.2,251.4,522.3,299,231,105,132,197.1,163.3507547,184.9,270,329
1997,5,11,11.5,18.3,18,41,72.7,62,57,41.4,97,41.6,114.3,41.8,71,127,29,74.5,89,63.6,132.2,70,70.2,249.9,116.6,343,260,241,49,53.9,75.8,73.19345373,50.8,81.85622512,99.7
1997,6,104,85.6,89,93,116.9,188.1,94.9,128,63.4,109,127.3,222.4,88.2,142,139,175,194.6,124,292.6,151.1,335,173,114.5,142.1,101.5,75,229,183.7,48.4,112.4,47.6,156.5,70,196.2
1997,7,5,2.9,0,2,0,0,38,21,0,15,4.7,0,5,0,0,0,1.1,0,0,0,0,0,0,0.1,22.4,9,6,12,4.5,28,0,0,0,0
1997,8,5,3.4,2,0,0,4.9,0,1,0,3,56,0,0,0,0,0,5.2,10,1.4,0,0,0,3.5,3.7,32.9,71,29,3,4.7,6.4,0.6,3.8,0,0
1997,9,23,9.5,29.8,1,14.9,71.7,93,171,63,98,74.9,111.5,0,134,17,62,32.6,33,45.1,105.1,49,124,116.1,126.1,235.9,99.7,192,146,78.4,63.7,59.3,64.8,60,116
1997,10,90,60.4,94.8,102,56.2,163.3,336,191,145.2,125,122.3,98.8,186.1,67,235,114,71.6,171.8,130.4,216.6,96,84,102.3,56.2,254.2,234,304,360,127.6,263.5,72.3,48,20,308
1997,11,45,39.6,72.3,224,243.1,204.4,127,175,114.3,168,136.7,40.6,95.9,219,176,123,114.1,124,153.6,66.4,68,119,98.9,165.9,293.9,272,254,206,258.1,236.4,189.9,145,235,112
1997,12,43,67.4,74.1,172,19.6,73,73,50,37.3,105,139.6,39.8,70.5,19,59,71,128.7,37,140.4,119.7,88,22,15.8,56.1,7.1,53,6,114,143.3,61.7,64.4,37.2,71.8,76
1998,1,4,28,16.3,6,26.4,28.2,1,0,0.8,31,8.1,22.2,19.4,46,7,0,16,50,37.6,42,54,78,61.7,131.2,225,190,144,40,2.9,35,54,13.9,33,128
1998,2,12,40.4,24,22,10.5,95.6,205,135,44.9,96,106.1,54,76.7,152,89,96,132.2,81,143,183.3,47,38,76.5,151.8,194.9,172,161,129,238,158.4,53,102,163.2,173
1998,3,225,168.9,126.7,118,98.3,238.5,309,133,136.7,148,187.5,193.4,244.8,221,73,162,56.5,84,587.4,221,112,226,171.3,169,183.2,208,134,466,197.5,256.3,102.8,90.7,169,216
1998,4,49,184.2,206.6,165,170.7,192.2,286,224,182.2,94,290.9,162.4,408.2,278,319,280,134.8,252,200.8,370,333,217,285,171.3,280.2,167,325,447,389.7,410,182.9,121.6,344.8,336
1998,5,46,74,209.8,353,248.2,284.9,245,179,241.7,152,202.1,235.9,307.6,341,187,244.9,248.4,259,182,311.2,197,134,346.9,224.2,288.5,205,269,219,222.4,197.5793059,184.5,165.9,221.5,191
1998,6,11,10,8.4,16,0,29.7,21.2,22,18,27,39.3,24.3,35.4,34,23,22,24.9,75,56.2,84.7,18,28,35.3,42.2,47.1,57,43,87,15.4,54.2,17,42.8,20,47
1998,7,39,33.5,38.6,93,78,33.9,20,49,49.5,69,27.6,29.7,75.6,119,36,22,57.9,16,17.8,5,33,13,143.7,106.2,173.6,195,169,85,143.3,61.2,50.8,32.1,0,35
1998,8,68,91.9,104.9,202,103.2,124,62,84,97.9,69,103.5,32.1,206.1,11,32,74,86.8,104,66.2,71.2,46,23,103.1,89.3,172.6,88,224,89,136.1,204.8,69.7,75.8,18,121
1998,9,22,33.4,60.5,75,84.4,149.5,28,109,26.6,85,56.1,108.9,61.8,103,45,81,128.2,160,763.7,121.4,85,120,120.2,75.9,417.7,314,271,185,147.7,99.7,80,88.2,240,202
1998,10,158,234.7,284.4,265,364.2,314.7,259,288,206,163.1,377.9,184.8,357.9,305,206,228,178,356,134.5,203.6,213,255,305.2,273.4,125.5,189,134,303,286.9,430.8,171.2,324.3,384.3,302
1998,11,395,309.8,205.4,154,184.9,238.2,303,481,286.9,210,268.4,67.2,353.3,382,203.4394282,168,199.6,262,208.2,182.1,132,72,113.6,131.1,75.4,113,148,334,300,302.1062526,190.9,223.9,456.9,275
1998,12,208,335.9,295.3,258,218.7,238.9,209,347,332.5,257,338.6,172,314.7,95,217,129,146.2,109,97.8,78.5,294,126,113,156.5,99.4,98,87,240,205.8,264.4,264.9,191,334,218
1999,1,48,28.7,81,109,39.8,169.6,145,125,109.4,219,98.3,70.3,118.9,135.5,79,152,15.9,73,39,39.7,181,124,95.9,140.4,106,116,228,266,88.5,219.8,92.8,112.5,192.3,354
1999,2,238,101.7,279.1,110,88.4,280.2,484,403,297.1,276,326.9,232.3,327.1,160,130,309,134.6,190,160,222.1,289,146,187.9,322.7,236.7,148,224,458,277.6,341.5,142.8,235.1,128,438
1999,3,172,51.7,150.4,91,164.5,97.6,276,373,209.6,82,207.6,58.2,196,246,60,99,89.8,130,198.6,103.6,160,180,139.6,141.9,129.6,69,113,324,144.1,340.3,193.3,246.5,223,177
1999,4,187,246.6,230.9,175,250,278.1,123,333,205.7,119,252.1,245.7,273.9,182,268,144,141.6,237,216.1,345,237,113,245.9,282,289.5,288,172,407,257,177,332.5,310.5,257,359
1999,5,180,166.1,83.7,58,227.9,132.8,160,196,238.8,109,61.9,82.9,144.8,103,128,138,164.8,183,183.2,178.2,141,132,90.4,182.7,202.8,95,115,221,216.2,237.1,182.1,167.7,154,197
1999,6,57,28.5,146.3,298,181.8,239.4,303,155,86.1,62,203.1,159.4,192.5,370,339,217,138.8,339,182.6,166.1,229,274,188.5,311.7,264.1,88,285,170,244.3,170.1,248.4,204.3,56.6,257
1999,7,2,4.1,2.8,6,1.5,37.6,28,20,4.6,35.5,19.1,33.1,16.8,47,70,30,68.7,14,27.8,25.8,33,18,37.5,26.5,111.8,21,79,73,0.6,15.9,0.8,0,50,13
1999,8,17,19.3,63.1,31,6,31.6,10,35,13.4,59,12.8,17,36.9,112,57,10,23.2,91,47.9,109.9,12,74,95.8,103.6,166.1,256.3,130,36,30.8,31.1,14,33.7,20,87
1999,9,295,262.6,152.4,145,212.7,89.1,347,237,196,194,180.1,224.6,220.4,264,130,222,116.4,142,165.8,107.9,138,207,240.7,267.8,175,187.8,275,253,316.5,274,128.4,190.9,207,254
1999,10,471,350.1,189.1,210,161.9,318.8,527,363,348.4,239,323,176.8,404.6,305,218,397,283.2,313,199.6,212.7,325,180,243.2,264.7,275.9,294,243,358,481.4,404.5,157.5,299.8,320,377
1999,11,256,192.7,89,192,19.3,261.1,235,430,270.3532247,101.4,374.7,62.3,216,214,122,102,99.3,179,64.6,109.6,136,144,115,195.4,174.8,175,126,354,162.8,174.1,146.9,223.4,365,173
1999,12,205,234.4,105.7,128,110.1,203.8,30,440,277.8,139,248.4,113.2,190.3,104,120,121,83.8,176.9,103.8,55.3,194,42,100.8,70.3,72.6,109,78,214,305.1,501,197,158.9,323,467
2000,1,9,9,121.2,91,72.8,29.4,159,145,58.7,73.3,61,21.3,41.1,146,102,19,38.2,73.6,41.6,89.4,42,38,97.5,116.6,39.6,19,24,275,112.3,233.3,43,100.2,20.6,246
2000,2,189,138.7,212.7,105,93.3,216.6,386,380,224.7,128,207.4,70.5,337.9,113,74,34,56,66,70.6,109.6,128,72,65.9,185.3,127.5,85,145,217,438.2,320.6,106.6,150.8,206,300
2000,3,242,193.3,238.4,83,183.8,213.3,396,344,342.5,110,269.4,101.8,281.5,190,192.8,126,72.6,168,173.6,81.4,168,95,69.2,120.4,66.2,40,69,202,360.2,298.1,168.6,214.7,283,300.9
2000,4,67,110.9,189.6,228,246.9,107.3,311.7,306,194.7,65,129,117.4,276.2,134.4,324,169,217.7,128,168.8,217.3,286,108,113.5,122.9,154.6,201,303,178,225.1,186.9,165.5,398.8,255.4757719,155
2000,5,144,151.5,195.8,145.1,154.4,215.3,91.3,251,143.2,79,219.5,177.9,185.4,356,171,249,194.3,322,190.9,247.6,150,346,327.7,374.6,201.3,178,196,458,162.7,348.4,154.6,306,388,388
2000,6,53,37,103.8,124,37.8,173.6,150,113,162.4,51,200,129,124.5,161,77,207,196.8,133,96.9,185.6,255,279,155.7,188.2,137.8,95,99,133,63.2,82.8,75.4,98,155,254
2000,7,80,11.4,125.6,114,97.4,16.2,18,41,9.2,36,57.6,4.2,43.3,58,82,9,51.3,42,18.8,12.8,25,66,115.6,40.6,117.3,103,118,57,31.2,67.1,102.2,75.4,48,124
2000,8,23,16.6,12.9,24,8,9.3,79,42,32.3,30,30.7,14,46.5,169,49,19,11.7,61,82.7,65.9,48,97,126.5,133.5,128.0146945,93,142,139.5,46.2,13.1,11.8,36.9,36,111
2000,9,42,98.4,110.4,180,229.9,204.4,36,223,214,80,196.2,315.6,232,325,216,338,302.6,170,252.1,162.2,180.6,215,238.2,218.3,239.3,199,142,209,107.7,320.2,282,292.8,173,325
